x,y,value
12674200,2579800,10
12691600,2582800,1
12670800,2587800,2
12671200,2576000,11
12682600,2557200,9
12674400,2555200,1
12731400,2587400,1
12696600,2573800,1
12676600,2568800,2
12679000,2585200,4
12685800,2587800,1
12723800,2576000,20
12682800,2587400,9
12697600,2558800,50
12727400,2580400,5
12703800,2570800,4
12672200,2589600,3
12714200,2581000,4
12686800,2579200,6
12670800,2579200,18
12671400,2574800,10
12703400,2565000,2
12683400,2584400,5
12703400,2560800,30
12694000,2575800,6
12685200,2577800,39
12698400,2578800,9
12691400,2560200,6
12698200,2570200,36
12667000,2580600,36
12669200,2587800,2
12680800,2588800,2
12692200,2561600,10
12708200,2572800,12
12694400,2584400,14
12691600,2566200,9
12703000,2562400,22
12706200,2569600,42
12674200,2564400,16
12681800,2579000,1
12694000,2558400,2
12693000,2585200,34
12755400,2555000,5
12674000,2580600,14
12714400,2587400,1
12699600,2568800,2
12724200,2588400,2
12670400,2583400,17
12689800,2567400,9
12667800,2580800,16
12676000,2596200,1
12725600,2587800,25
12671400,2585200,2
12673400,2582400,34
12682600,2583000,4
12667200,2582600,28
12696000,2558600,23
12721800,2585800,10
12712000,2574800,13
12695200,2577000,5
12687800,2560600,12
12709200,2563600,7
12667800,2583600,12
12671000,2574400,12
12684000,2577600,33
12683000,2559200,3
12668600,2585600,7
12698000,2568600,12
12716600,2574400,2
12690800,2560600,4
12691600,2575600,29
12699400,2582400,7
12675800,2591800,28
12705800,2574400,2
12678800,2584200,3
12726000,2581400,4
12681200,2557800,13
12684000,2557800,18
12683800,2560600,3
12693000,2577600,4
12682000,2565200,13
12694000,2559200,15
12733600,2586800,1
12721400,2578600,20
12668400,2579600,13
12724200,2587400,8
12682200,2583200,1
12717600,2585800,4
12698200,2559400,22
12689800,2583600,5
12685800,2584200,2
12696200,2557800,10
12673800,2588800,4
12669000,2584200,29
12722800,2583000,14
12683600,2566400,2
12672800,2583600,25
12675200,2568800,19
12727000,2578800,4
12677000,2555800,2
12683600,2577200,27
12706800,2571800,3
12730200,2583200,2
12695200,2583200,2
12697400,2558000,14
12702000,2575200,3
12691400,2567800,2
12692800,2584200,33
12671800,2572400,9
12676000,2584800,5
12703000,2582400,3
12722400,2583600,5
12719600,2586800,1
12688200,2568800,2
12676000,2584000,9
12695600,2567200,1
12724600,2579600,2
12728200,2577200,6
12673000,2580200,3
12682200,2556000,25
12678800,2553200,11
12696400,2582000,5
12694200,2581000,7
12703800,2568800,29
12682000,2555400,1
12724200,2578600,7
12748600,2572600,3
12687800,2563200,10
12716200,2577800,19
12732200,2583400,15
12671400,2584400,7
12673200,2581800,15
12686600,2593400,1
12740800,2572400,1
12705400,2580000,26
12681800,2574200,22
12696000,2578600,1
12703800,2564000,11
12668600,2576800,12
12716800,2585200,7
12725200,2583400,6
12672200,2570400,5
12702600,2560000,21
12698200,2561000,13
12726800,2587000,1
12684800,2555000,1
12719200,2566800,9
12695800,2571400,4
12706600,2581000,9
12698400,2574600,37
12718800,2583000,13
12697600,2581400,10
12723600,2583000,15
12683200,2561000,8
12682600,2557400,7
12711200,2570200,4
12676400,2565600,8
12686400,2560400,4
12733600,2578800,4
12700800,2562800,8
12679000,2585000,1
12718800,2585000,2
12670400,2575600,11
12723800,2576200,8
12681800,2555000,2
12668800,2583000,18
12697600,2558600,25
12672200,2589800,5
12685200,2566400,41
12668000,2578400,10
12670800,2579000,3
12673400,2576800,8
12733400,2569600,3
12668400,2580000,4
12693600,2573200,16
12685200,2577600,28
12684000,2585000,21
12678600,2594200,5
12703400,2580200,2
12680400,2591000,5
12735200,2582400,1
12691800,2561400,2
12669000,2585800,9
12691000,2586000,9
12729400,2587200,3
12700600,2559800,37
12731000,2586600,1
12724600,2587200,5
12667600,2582000,2
12716600,2571200,5
12682400,2558000,14
12692200,2577600,1
12708400,2562200,7
12677600,2589200,17
12706200,2569400,32
12666200,2581000,4
12674200,2564200,1
12725400,2578400,1
12735000,2586000,1
12722200,2579600,2
12678200,2594800,4
12748400,2558000,2
12687400,2562000,4
12708400,2573400,1
12674000,2580400,10
12735600,2578600,5
12748800,2573200,1
12706800,2581200,3
12685400,2577400,15
12686000,2578400,2
12704800,2578000,14
12719600,2587200,1
12744200,2567200,7
12705600,2571200,8
12704600,2564600,20
12681000,2558400,3
12675200,2581000,37
12722000,2586000,16
12732000,2583800,5
12696200,2569800,14
12722600,2578600,4
12692400,2577400,22
12691000,2578400,8
12672600,2568400,1
12713800,2578600,16
12682600,2583200,6
12744000,2566800,11
12696000,2558400,48
12685200,2565400,4
12687800,2560400,6
12737800,2571400,10
12720000,2566600,11
12697400,2558800,50
12694600,2572400,14
12753600,2562000,1
12683000,2559000,35
12700800,2578600,2
12684600,2558000,12
12682400,2560200,5
12727200,2582400,7
12678400,2567200,21
12690800,2560400,10
12718000,2583800,14
12675800,2591600,26
12678800,2584000,7
12702800,2567000,3
12683800,2560400,9
12682000,2556600,19
12682000,2565000,40
12694000,2559000,22
12710800,2567200,3
12694200,2561000,3
12685200,2594000,1
12702800,2573800,9
12732200,2586200,20
12693600,2572200,40
12727400,2579400,10
12697800,2579200,3
12676200,2569800,16
12671400,2587600,8
12708200,2573000,2
12699000,2571400,15
12706400,2567400,7
12700400,2564800,1
12670600,2569800,11
12669200,2578000,2
12679000,2563400,27
12694800,2560400,1
12668600,2586600,39
12669000,2584400,21
12672800,2583000,8
12706200,2572400,14
12725200,2586200,3
12686000,2562600,14
12697000,2580800,11
12733600,2579400,1
12673600,2593600,22
12720400,2585200,12
12745800,2564200,5
12713600,2565800,1
12676800,2586800,12
12692800,2584000,49
12684000,2563400,9
12670400,2579800,21
12707000,2569200,5
12745800,2559400,2
12712400,2562800,25
12679200,2577200,2
12727200,2583000,1
12697400,2575800,4
12697800,2569000,7
12723600,2579000,16
12682800,2555400,10
12691000,2562600,1
12721200,2584000,8
12705200,2578200,4
12703400,2571400,13
12687200,2578000,2
12693000,2563400,5
12678800,2553000,2
12682400,2586200,2
12698800,2583000,4
12739000,2579800,1
12702600,2574800,4
12684200,2577200,17
12680200,2582400,3
12719400,2566400,17
12716400,2577000,18
12718400,2567400,6
12690200,2578000,12
12732200,2583600,16
12723600,2575800,24
12679000,2579600,8
12724600,2575400,4
12726600,2567800,1
12696000,2557800,19
12682000,2587800,3
12672600,2577400,9
12693200,2577200,9
12682200,2558000,17
12675800,2589800,3
12682600,2565600,2
12705400,2577000,13
12715600,2568400,4
12683400,2561800,14
12728200,2592400,3
12702600,2560200,31
12684400,2562200,1
12718200,2579600,1
12695200,2558000,7
12722800,2581000,2
12673200,2578200,5
12675000,2568000,20
12682200,2554800,12
12699000,2570800,23
12706600,2568400,6
12718200,2583600,15
12673400,2593200,2
12692400,2572200,3
12699200,2581600,15
12683800,2563600,4
12670600,2581800,31
12683200,2554000,42
12718200,2573600,13
12697600,2558400,8
12696800,2585800,4
12749400,2556800,2
12685200,2566600,9
12668000,2578600,22
12708800,2572800,4
12682200,2590200,1
12712800,2567200,2
12683400,2553200,3
12723400,2589800,9
12673600,2587000,27
12685200,2577400,15
12727000,2587800,5
12702400,2583800,2
12731600,2585000,4
12749000,2573200,1
12732400,2578600,9
12735200,2579000,6
12676000,2589800,4
12673200,2565000,4
12694800,2573400,34
12697600,2572000,29
12676000,2573000,42
12699600,2571600,12
12686600,2584200,2
12724600,2587000,9
12692200,2577400,21
12735000,2586200,5
12680400,2553400,31
12683800,2590200,1
12733600,2578200,2
12703400,2570800,4
12687400,2562200,9
12689800,2562800,5
12706000,2561800,42
12679800,2587000,1
12671400,2583200,26
12683600,2582000,1
12702800,2573000,48
12724200,2588800,4
12666800,2583800,3
12705600,2571000,2
12712800,2564000,9
12710200,2571600,9
12727400,2592200,1
12703000,2569600,11
12676400,2574800,8
12695400,2584600,1
12682800,2583400,1
12682400,2556600,4
12688800,2584400,2
12707600,2570800,2
12684800,2587000,16
12722600,2578400,3
12696400,2583800,1
12679600,2588600,23
12675800,2583800,2
12713800,2578800,8
12701800,2564000,10
12703600,2578200,18
12675400,2570400,9
12725200,2567800,7
12684000,2587800,4
12682200,2555400,22
12676600,2576400,1
12716200,2570000,22
12737800,2571600,4
12678400,2588800,23
12700400,2570000,3
12673200,2566000,1
12682000,2581600,14
12734000,2577800,5
12724000,2581000,13
12727200,2586200,3
12677200,2596200,2
12695000,2585600,31
12679000,2582600,5
12674600,2567600,35
12679000,2588000,1
12723800,2581600,5
12705200,2570000,2
12687200,2559600,8
12682000,2556800,24
12687600,2571200,1
12723000,2577800,5
12682000,2565600,12
12689200,2566600,3
12676400,2568400,8
12723400,2583800,4
12732200,2586000,4
12702400,2576000,3
12671400,2587800,15
12681200,2563600,11
12706400,2567200,1
12704200,2574000,15
12717400,2586400,1
12729800,2580800,3
12699600,2559000,16
12694800,2560200,14
12676800,2563200,7
12684400,2588200,1
12687000,2563400,24
12718800,2574000,2
12714800,2580800,15
12718400,2584200,6
12694600,2566800,9
12675000,2587000,3
12684600,2570600,14
12697800,2569200,1
12723600,2579600,1
12691000,2562400,6
12665600,2579600,1
12725400,2567600,1
12674200,2565600,5
12724600,2579200,3
12673400,2589600,10
12709400,2576400,1
12706000,2576200,1
12703400,2571200,21
12711800,2571400,11
12674600,2556200,1
12678800,2553600,4
12702600,2567600,1
12698200,2561800,1
12684200,2577400,5
12719400,2566600,9
12737200,2586800,7
12694200,2568600,30
12704600,2565200,12
12702800,2564200,14
12717000,2579800,23
12690200,2578200,5
12691800,2574600,46
12679000,2579800,4
12673200,2581400,4
12679200,2552200,1
12678200,2585400,2
12678200,2552000,1
12698400,2559200,29
12682000,2587600,2
12669000,2576400,33
12706200,2566800,11
12687600,2561400,13
12705000,2566600,5
12704000,2579800,4
12705400,2577600,10
12685600,2582000,3
12716800,2585600,24
12676600,2575600,3
12685400,2572000,4
12719000,2564200,1
12710800,2571800,32
12702800,2579800,1
12676200,2571800,10
12719200,2566400,43
12752000,2554200,11
12695200,2558200,24
12673600,2571000,10
12681200,2591600,6
12678200,2566000,1
12668600,2584400,6
12671000,2586800,1
12695200,2568200,18
12680600,2552200,1
12706600,2568600,30
12683000,2585800,9
12713400,2573200,13
12699200,2581400,15
12683200,2554600,38
12701400,2560000,39
12670000,2570200,2
12733000,2587000,5
12690400,2566600,13
12682000,2564800,13
12685200,2566000,21
12737600,2571800,7
12697600,2580600,2
12687800,2565800,22
12693600,2573600,3
12673600,2587200,19
12682800,2561800,25
12668200,2582400,2
12704600,2570400,33
12695400,2583200,11
12700400,2573200,25
12690000,2576400,13
12709400,2568600,19
12699600,2571000,17
12723800,2589800,5
12669600,2585200,21
12671800,2583800,32
12687200,2580200,10
12722400,2587400,4
12702400,2578400,1
12725200,2575200,2
12733600,2578400,2
12689800,2562600,13
12668400,2586800,6
12703400,2569800,24
12715400,2585800,2
12679800,2587200,8
12692200,2566800,2
12719000,2587000,3
12681800,2587000,15
12707000,2571000,30
12736400,2569800,1
12679400,2555000,9
12744200,2567600,5
12736800,2575000,1
12675200,2565000,4
12739200,2571000,2
12684800,2587200,7
12672800,2574000,11
12672400,2570400,2
12724400,2576600,3
12729200,2567800,3
12703200,2571000,23
12696600,2581000,26
12701000,2561800,13
12700000,2572400,9
12688200,2579200,26
12684000,2572600,5
12719600,2578400,5
12705800,2567600,3
12720400,2575000,1
12673000,2571000,27
12716200,2570200,11
12702800,2580400,5
12686400,2586800,6
12722200,2586600,1
12719400,2582400,6
12682600,2558800,41
12678000,2563200,22
12700400,2570200,1
12727200,2586400,1
12719400,2584400,2
12715200,2582000,1
12674200,2566800,10
12708600,2569600,7
12682200,2559800,22
12679800,2550800,6
12725000,2588600,20
12711800,2574200,5
12672000,2586200,3
12674600,2567400,30
12693000,2572600,10
12703800,2571800,1
12674000,2582600,4
12686200,2561400,16
12698800,2574000,20
12698400,2570400,32
12730400,2576600,2
12707200,2572000,5
12695600,2558800,10
12676200,2593800,3
12689200,2566800,2
12744600,2566400,11
12681600,2559200,20
12676400,2585200,1
12745000,2572000,2
12683600,2583200,45
12700200,2571000,20
12694200,2570600,28
12732200,2586600,10
12726200,2583000,3
12702400,2576200,1
12699000,2571000,20
12689000,2582600,2
12681800,2565800,15
12680400,2556800,6
12690200,2559800,2
12683000,2557200,22
12681400,2562200,2
12727400,2576600,5
12683400,2580000,4
12697600,2569600,2
12669200,2578400,44
12679000,2563800,5
12730400,2589000,2
12696600,2559200,31
12694600,2583200,1
12674000,2579200,12
12687000,2563200,17
12686000,2562200,1
12737000,2585200,4
12715600,2570600,1
12696400,2562200,23
12674200,2592400,7
12710400,2571000,1
12707000,2569600,6
12668600,2587600,11
12728000,2580000,3
12694600,2579800,2
12671000,2581600,25
12680000,2565400,31
12697400,2565000,1
12679200,2577600,4
12731000,2587800,2
12721400,2581800,12
12681000,2590400,6
12699400,2580800,4
12670200,2576400,41
12703400,2571000,14
12693000,2563800,1
12711800,2571600,40
12670800,2576800,5
12745600,2560600,9
12718800,2568200,1
12693600,2570800,25
12733400,2579400,4
12680200,2582000,12
12705600,2572800,8
12706800,2565800,14
12694200,2568000,11
12702800,2564000,14
12687200,2591400,1
12744600,2565400,1
12678600,2582600,2
12732400,2587200,21
12700200,2572000,3
12690000,2575600,2
12690200,2578400,22
12694800,2562600,16
12702800,2571600,14
12697600,2577400,7
12704200,2564400,3
12706000,2580000,9
12698400,2559000,41
12708800,2578200,3
12730400,2575400,6
12682000,2587400,12
12693200,2577600,4
12679400,2565400,8
12682200,2558400,34
12737800,2587200,6
12674400,2568400,7
12685600,2582600,5
12684400,2579400,9
12717400,2583800,8
12725400,2587200,8
12701200,2563800,16
12703000,2580800,10
12676600,2575400,14
12685400,2572600,1
12698000,2564200,12
12682600,2559200,25
12699000,2569200,23
12703200,2564400,6
12677600,2575800,1
12684400,2565400,2
12728400,2587400,9
12697600,2573400,2
12701000,2570800,8
12695200,2558400,32
12677800,2562000,2
12681200,2591400,5
12698000,2567800,8
12676200,2586800,6
12714600,2581400,21
12671000,2586600,33
12708000,2562000,16
12702600,2568800,3
12683000,2585600,1
12692400,2572600,11
12673600,2565800,1
12748200,2561200,1
12693800,2568600,5
12703600,2575200,6
12733000,2587200,8
12674400,2592800,3
12684200,2585400,1
12686200,2579000,4
12697000,2566400,17
12735400,2587200,2
12737600,2586800,2
12740000,2571400,11
12673200,2583400,24
12719200,2582600,9
12698000,2558800,32
12695400,2583000,4
12687200,2592400,2
12692800,2561200,3
12679600,2582800,6
12714000,2568800,5
12729800,2583000,2
12724000,2587200,6
12709400,2568400,3
12699600,2571200,30
12693200,2585400,49
12691200,2579000,11
12722400,2587200,8
12672600,2586000,4
12680400,2553000,2
12725200,2575400,1
12731400,2575800,3
12705600,2568600,12
12699600,2565800,1
12686800,2581000,3
12689800,2562400,7
12679000,2556600,9
12680800,2581200,1
12715400,2585600,1
12684600,2582800,8
12725400,2588200,29
12714800,2583000,4
12709400,2573200,13
12725400,2579600,4
12710200,2571200,4
12681600,2581600,20
12679200,2586400,3
12724600,2578600,2
12726400,2575800,28
12736000,2579000,1
12673800,2576600,1
12726200,2583800,1
12684000,2556600,14
12724400,2576000,1
12685600,2571800,8
12685200,2575600,5
12721800,2566000,10
12730200,2578000,20
12703200,2571200,23
12696400,2567000,23
12678800,2596200,1
12704000,2559800,20
12719600,2578600,11
12684000,2572800,2
12705800,2567400,4
12697000,2575000,7
12721600,2586000,1
12702800,2580600,7
12719200,2583600,9
12677000,2567400,6
12719600,2566600,30
12680600,2585000,1
12672400,2584600,8
12725000,2588400,8
12672000,2586000,14
12693200,2586400,9
12674600,2567200,45
12697000,2577400,5
12693000,2572800,47
12676800,2585800,7
12685600,2583800,2
12748400,2572800,3
12674000,2555600,1
12748400,2567200,4
12680200,2567200,5
12716600,2582600,4
12698400,2570200,26
12685400,2571800,6
12705400,2563600,24
12696600,2577400,9
12744600,2566600,2
12681600,2559000,9
12678200,2567800,2
12700200,2571200,26
12667000,2579000,4
12694200,2570000,15
12690000,2560200,9
12732800,2583800,2
12692600,2583800,40
12683000,2557400,25
12677400,2555000,4
12697200,2567200,19
